subj,trial,choice,a_amount,a_prob,b_amount,b_prob
218,12,1.0,4.0,80.0,20.0,20.0
218,13,0.0,8.0,65.0,15.0,60.0
218,14,0.0,6.5,50.0,3.0,95.0
218,15,0.0,10.0,10.0,3.0,65.0
218,16,0.0,12.0,20.0,6.0,60.0
218,17,1.0,16.0,90.0,18.0,80.0
218,18,0.0,5.25,50.0,2.0,90.0
218,19,1.0,20.0,30.0,12.5,48.0
219,0,1.0,20.0,30.0,12.5,48.0
219,1,0.0,11.0,30.0,5.0,65.0
219,2,1.0,6.5,50.0,3.0,95.0
219,3,0.0,10.25,68.0,9.5,80.0
219,4,1.0,16.0,90.0,18.0,80.0
219,5,0.0,12.0,20.0,6.0,60.0
219,6,1.0,2.0,80.0,9.0,20.0
219,7,0.0,8.0,65.0,15.0,60.0
219,8,1.0,20.0,50.0,17.0,60.0
219,9,1.0,15.0,77.0,13.75,85.0
219,10,1.0,4.0,80.0,20.0,20.0
219,11,0.0,15.0,40.0,17.5,34.0
219,12,0.0,5.25,50.0,2.0,90.0
219,13,1.0,4.0,97.0,16.0,33.0
219,14,0.0,8.5,40.0,2.5,95.0
219,15,1.0,13.0,70.0,8.0,84.0
219,16,0.0,7.0,75.0,15.5,30.0
220,0,1.0,20.0,30.0,12.5,48.0
220,1,1.0,6.5,50.0,3.0,95.0
220,2,0.0,4.0,97.0,16.0,33.0
220,3,1.0,5.25,50.0,2.0,90.0
220,4,0.0,7.0,75.0,15.5,30.0
220,5,0.0,11.0,30.0,5.0,65.0
220,6,1.0,15.0,60.0,8.0,65.0
220,7,0.0,15.0,40.0,17.5,34.0
220,8,1.0,18.5,45.0,9.0,90.0
220,9,0.0,10.0,10.0,3.0,65.0
220,10,0.0,8.0,65.0,15.0,60.0
220,11,0.0,20.0,50.0,17.0,60.0
220,12,0.0,12.0,20.0,6.0,60.0
220,13,1.0,16.0,90.0,18.0,80.0
220,14,0.0,4.0,80.0,20.0,20.0
220,15,1.0,13.0,70.0,8.0,84.0
220,16,0.0,10.25,68.0,9.5,80.0
220,17,0.0,15.0,77.0,13.75,85.0
220,18,1.0,2.0,80.0,9.0,20.0
220,19,1.0,8.5,40.0,2.5,95.0
221,0,0.0,8.0,65.0,15.0,60.0
221,1,0.0,10.25,68.0,9.5,80.0
221,2,1.0,16.0,90.0,18.0,80.0
221,3,1.0,2.0,80.0,9.0,20.0
221,4,1.0,20.0,50.0,17.0,60.0
221,5,1.0,13.0,70.0,8.0,84.0
221,6,0.0,8.5,40.0,2.5,95.0
221,7,1.0,4.0,97.0,16.0,33.0
221,8,0.0,10.0,10.0,3.0,65.0
221,9,0.0,12.0,20.0,6.0,60.0
221,10,0.0,15.0,77.0,13.75,85.0
221,11,0.0,18.5,45.0,9.0,90.0
221,12,1.0,15.0,60.0,8.0,65.0
221,13,1.0,7.0,75.0,15.5,30.0
221,14,1.0,15.0,40.0,17.5,34.0
221,15,0.0,6.5,50.0,3.0,95.0
221,16,0.0,4.0,80.0,20.0,20.0
221,17,0.0,11.0,30.0,5.0,65.0
221,18,0.0,5.25,50.0,2.0,90.0
222,0,1.0,8.5,40.0,2.5,95.0
222,1,1.0,16.0,90.0,18.0,80.0
222,2,1.0,15.0,60.0,8.0,65.0
222,3,0.0,20.0,30.0,12.5,48.0
222,4,1.0,4.0,97.0,16.0,33.0
222,5,0.0,8.0,65.0,15.0,60.0
222,6,0.0,10.0,10.0,3.0,65.0
222,7,0.0,11.0,30.0,5.0,65.0
222,8,1.0,4.0,80.0,20.0,20.0
222,9,1.0,6.5,50.0,3.0,95.0
222,10,1.0,5.25,50.0,2.0,90.0
222,11,1.0,7.0,75.0,15.5,30.0
222,12,0.0,15.0,40.0,17.5,34.0
222,13,1.0,10.25,68.0,9.5,80.0
222,14,0.0,2.0,80.0,9.0,20.0
222,15,0.0,20.0,50.0,17.0,60.0
222,16,1.0,18.5,45.0,9.0,90.0
222,17,0.0,12.0,20.0,6.0,60.0
222,18,0.0,13.0,70.0,8.0,84.0
222,19,1.0,15.0,77.0,13.75,85.0
223,0,1.0,6.5,50.0,3.0,95.0
223,1,1.0,10.0,10.0,3.0,65.0
223,2,1.0,13.0,70.0,8.0,84.0
223,3,1.0,5.25,50.0,2.0,90.0
223,4,1.0,15.0,60.0,8.0,65.0
223,5,0.0,4.0,97.0,16.0,33.0
223,6,0.0,20.0,50.0,17.0,60.0
223,7,1.0,18.5,45.0,9.0,90.0
223,8,1.0,8.5,40.0,2.5,95.0
223,9,0.0,2.0,80.0,9.0,20.0
223,10,1.0,20.0,30.0,12.5,48.0
223,11,0.0,8.0,65.0,15.0,60.0
223,12,0.0,4.0,80.0,20.0,20.0
223,13,1.0,15.0,40.0,17.5,34.0
223,14,1.0,11.0,30.0,5.0,65.0
223,15,0.0,15.0,77.0,13.75,85.0
223,16,0.0,10.25,68.0,9.5,80.0
223,17,1.0,16.0,90.0,18.0,80.0
223,18,0.0,12.0,20.0,6.0,60.0
223,19,0.0,7.0,75.0,15.5,30.0
224,0,0.0,18.5,45.0,9.0,90.0
224,1,1.0,15.0,40.0,17.5,34.0
224,2,1.0,4.0,97.0,16.0,33.0
224,3,1.0,10.0,10.0,3.0,65.0
224,4,0.0,15.0,77.0,13.75,85.0
224,5,0.0,15.0,60.0,8.0,65.0
224,6,1.0,5.25,50.0,2.0,90.0
224,7,0.0,20.0,30.0,12.5,48.0
224,8,1.0,13.0,70.0,8.0,84.0
224,9,0.0,11.0,30.0,5.0,65.0
224,10,1.0,4.0,80.0,20.0,20.0
224,11,1.0,16.0,90.0,18.0,80.0
224,12,1.0,8.0,65.0,15.0,60.0
224,13,0.0,12.0,20.0,6.0,60.0
224,14,0.0,2.0,80.0,9.0,20.0
224,15,1.0,20.0,50.0,17.0,60.0
224,16,0.0,7.0,75.0,15.5,30.0
224,17,1.0,8.5,40.0,2.5,95.0
224,18,0.0,6.5,50.0,3.0,95.0
224,19,1.0,10.25,68.0,9.5,80.0
225,0,0.0,20.0,30.0,12.5,48.0
225,1,0.0,10.0,10.0,3.0,65.0
225,2,0.0,5.25,50.0,2.0,90.0
225,3,0.0,6.5,50.0,3.0,95.0
225,4,0.0,11.0,30.0,5.0,65.0
225,5,1.0,4.0,80.0,20.0,20.0
225,6,1.0,4.0,97.0,16.0,33.0
225,7,0.0,10.25,68.0,9.5,80.0
225,8,0.0,15.0,40.0,17.5,34.0
225,9,1.0,20.0,50.0,17.0,60.0
225,10,1.0,2.0,80.0,9.0,20.0
225,11,0.0,15.0,77.0,13.75,85.0
225,12,0.0,16.0,90.0,18.0,80.0
225,13,1.0,7.0,75.0,15.5,30.0
225,14,0.0,8.0,65.0,15.0,60.0
225,15,0.0,18.5,45.0,9.0,90.0
225,16,1.0,15.0,60.0,8.0,65.0
225,17,0.0,8.5,40.0,2.5,95.0
225,18,0.0,12.0,20.0,6.0,60.0
226,0,0.0,5.25,50.0,2.0,90.0
226,1,1.0,2.0,80.0,9.0,20.0
226,2,0.0,8.5,40.0,2.5,95.0
226,3,0.0,10.0,10.0,3.0,65.0
226,4,1.0,20.0,30.0,12.5,48.0
226,5,0.0,18.5,45.0,9.0,90.0
226,6,1.0,4.0,97.0,16.0,33.0
226,7,1.0,15.0,60.0,8.0,65.0
226,8,1.0,20.0,50.0,17.0,60.0
226,9,0.0,10.25,68.0,9.5,80.0
226,10,0.0,13.0,70.0,8.0,84.0
226,11,0.0,11.0,30.0,5.0,65.0
226,12,0.0,16.0,90.0,18.0,80.0
226,13,1.0,15.0,77.0,13.75,85.0
226,14,1.0,4.0,80.0,20.0,20.0
226,15,1.0,15.0,40.0,17.5,34.0
226,16,0.0,8.0,65.0,15.0,60.0
227,0,0.0,4.0,97.0,16.0,33.0
227,1,1.0,8.5,40.0,2.5,95.0
227,2,0.0,8.0,65.0,15.0,60.0
227,3,0.0,10.0,10.0,3.0,65.0
227,4,0.0,20.0,50.0,17.0,60.0
227,5,0.0,10.25,68.0,9.5,80.0
227,6,0.0,2.0,80.0,9.0,20.0
227,7,1.0,13.0,70.0,8.0,84.0
227,8,1.0,16.0,90.0,18.0,80.0
227,9,1.0,5.25,50.0,2.0,90.0
227,10,1.0,18.5,45.0,9.0,90.0
227,11,0.0,4.0,80.0,20.0,20.0
227,12,1.0,15.0,77.0,13.75,85.0
227,13,1.0,15.0,40.0,17.5,34.0
227,14,1.0,6.5,50.0,3.0,95.0
227,15,0.0,20.0,30.0,12.5,48.0
227,16,1.0,15.0,60.0,8.0,65.0
227,17,0.0,12.0,20.0,6.0,60.0
228,0,0.0,4.0,97.0,16.0,33.0
228,1,0.0,4.0,80.0,20.0,20.0
228,2,1.0,10.25,68.0,9.5,80.0
228,3,0.0,11.0,30.0,5.0,65.0
228,4,1.0,12.0,20.0,6.0,60.0
228,5,0.0,7.0,75.0,15.5,30.0
228,6,0.0,6.5,50.0,3.0,95.0
228,7,1.0,18.5,45.0,9.0,90.0
228,8,1.0,15.0,60.0,8.0,65.0
228,9,1.0,2.0,80.0,9.0,20.0
228,10,1.0,16.0,90.0,18.0,80.0
228,11,1.0,15.0,40.0,17.5,34.0
228,12,1.0,20.0,50.0,17.0,60.0
228,13,1.0,15.0,77.0,13.75,85.0
228,14,1.0,10.0,10.0,3.0,65.0
228,15,1.0,20.0,30.0,12.5,48.0
228,16,1.0,13.0,70.0,8.0,84.0
228,17,0.0,8.0,65.0,15.0,60.0
228,18,1.0,5.25,50.0,2.0,90.0
228,19,1.0,8.5,40.0,2.5,95.0
229,0,0.0,18.5,45.0,9.0,90.0
229,1,0.0,8.0,65.0,15.0,60.0
229,2,0.0,5.25,50.0,2.0,90.0
229,3,0.0,13.0,70.0,8.0,84.0
229,4,1.0,11.0,30.0,5.0,65.0
229,5,1.0,4.0,97.0,16.0,33.0
229,6,1.0,7.0,75.0,15.5,30.0
229,7,1.0,2.0,80.0,9.0,20.0
229,8,0.0,10.25,68.0,9.5,80.0
229,9,0.0,12.0,20.0,6.0,60.0
229,10,1.0,15.0,60.0,8.0,65.0
229,11,0.0,8.5,40.0,2.5,95.0
229,12,1.0,15.0,40.0,17.5,34.0
229,13,0.0,20.0,30.0,12.5,48.0
229,14,1.0,16.0,90.0,18.0,80.0
229,15,0.0,10.0,10.0,3.0,65.0
230,0,1.0,15.0,60.0,8.0,65.0
230,1,0.0,5.25,50.0,2.0,90.0
230,2,0.0,10.0,10.0,3.0,65.0
230,3,1.0,15.0,40.0,17.5,34.0
230,4,0.0,11.0,30.0,5.0,65.0
230,5,1.0,6.5,50.0,3.0,95.0
230,6,0.0,20.0,30.0,12.5,48.0
230,7,0.0,12.0,20.0,6.0,60.0
230,8,1.0,13.0,70.0,8.0,84.0
230,9,1.0,8.5,40.0,2.5,95.0
230,10,1.0,4.0,80.0,20.0,20.0
230,11,1.0,4.0,97.0,16.0,33.0
230,12,0.0,10.25,68.0,9.5,80.0
230,13,0.0,20.0,50.0,17.0,60.0
230,14,1.0,15.0,77.0,13.75,85.0
230,15,0.0,2.0,80.0,9.0,20.0
230,16,1.0,16.0,90.0,18.0,80.0
230,17,1.0,7.0,75.0,15.5,30.0
231,0,0.0,6.5,50.0,3.0,95.0
231,1,1.0,15.0,40.0,17.5,34.0
231,2,0.0,18.5,45.0,9.0,90.0
231,3,0.0,20.0,50.0,17.0,60.0
231,4,1.0,4.0,97.0,16.0,33.0
231,5,0.0,10.25,68.0,9.5,80.0
231,6,0.0,4.0,80.0,20.0,20.0
231,7,0.0,8.5,40.0,2.5,95.0
231,8,0.0,11.0,30.0,5.0,65.0
231,9,0.0,5.25,50.0,2.0,90.0
231,10,0.0,13.0,70.0,8.0,84.0
231,11,1.0,15.0,60.0,8.0,65.0
231,12,0.0,12.0,20.0,6.0,60.0
231,13,1.0,16.0,90.0,18.0,80.0
231,14,1.0,2.0,80.0,9.0,20.0
231,15,0.0,10.0,10.0,3.0,65.0
231,16,1.0,7.0,75.0,15.5,30.0
231,17,0.0,8.0,65.0,15.0,60.0
231,18,0.0,15.0,77.0,13.75,85.0
231,19,0.0,20.0,30.0,12.5,48.0
232,0,1.0,13.0,70.0,8.0,84.0
232,1,1.0,20.0,50.0,17.0,60.0
232,2,1.0,2.0,80.0,9.0,20.0
232,3,1.0,4.0,97.0,16.0,33.0
232,4,0.0,20.0,30.0,12.5,48.0
232,5,0.0,11.0,30.0,5.0,65.0
232,6,0.0,15.0,40.0,17.5,34.0
232,7,0.0,8.5,40.0,2.5,95.0
232,8,0.0,10.25,68.0,9.5,80.0
232,9,1.0,7.0,75.0,15.5,30.0
232,10,0.0,18.5,45.0,9.0,90.0
232,11,0.0,12.0,20.0,6.0,60.0
232,12,0.0,10.0,10.0,3.0,65.0
232,13,0.0,8.0,65.0,15.0,60.0
232,14,0.0,6.5,50.0,3.0,95.0
232,15,0.0,15.0,77.0,13.75,85.0
232,16,1.0,4.0,80.0,20.0,20.0
232,17,1.0,15.0,60.0,8.0,65.0
232,18,1.0,16.0,90.0,18.0,80.0
232,19,0.0,5.25,50.0,2.0,90.0
233,0,0.0,11.0,30.0,5.0,65.0
233,1,1.0,4.0,97.0,16.0,33.0
233,2,1.0,15.0,60.0,8.0,65.0
233,3,0.0,12.0,20.0,6.0,60.0
233,4,1.0,7.0,75.0,15.5,30.0
233,5,0.0,20.0,50.0,17.0,60.0
233,6,1.0,2.0,80.0,9.0,20.0
233,7,0.0,10.25,68.0,9.5,80.0
233,8,1.0,13.0,70.0,8.0,84.0
233,9,1.0,8.5,40.0,2.5,95.0
233,10,0.0,18.5,45.0,9.0,90.0
233,11,1.0,10.0,10.0,3.0,65.0
233,12,1.0,16.0,90.0,18.0,80.0
233,13,0.0,15.0,77.0,13.75,85.0
233,14,0.0,8.0,65.0,15.0,60.0
233,15,0.0,20.0,30.0,12.5,48.0
233,16,1.0,4.0,80.0,20.0,20.0
233,17,0.0,6.5,50.0,3.0,95.0
233,18,1.0,15.0,40.0,17.5,34.0
234,0,1.0,15.0,77.0,13.75,85.0
234,1,1.0,12.0,20.0,6.0,60.0
234,2,1.0,18.5,45.0,9.0,90.0
234,3,1.0,10.25,68.0,9.5,80.0
234,4,1.0,11.0,30.0,5.0,65.0
234,5,0.0,2.0,80.0,9.0,20.0
234,6,0.0,5.25,50.0,2.0,90.0
234,7,0.0,20.0,50.0,17.0,60.0
234,8,1.0,15.0,60.0,8.0,65.0
234,9,1.0,16.0,90.0,18.0,80.0
234,10,0.0,4.0,80.0,20.0,20.0
234,11,1.0,7.0,75.0,15.5,30.0
234,12,0.0,4.0,97.0,16.0,33.0
234,13,1.0,20.0,30.0,12.5,48.0
234,14,0.0,15.0,40.0,17.5,34.0
234,15,1.0,10.0,10.0,3.0,65.0
234,16,0.0,8.0,65.0,15.0,60.0
234,17,0.0,8.5,40.0,2.5,95.0
235,0,0.0,12.0,20.0,6.0,60.0
235,1,0.0,15.0,60.0,8.0,65.0
235,2,0.0,18.5,45.0,9.0,90.0
235,3,1.0,16.0,90.0,18.0,80.0
235,4,0.0,20.0,30.0,12.5,48.0
235,5,0.0,15.0,77.0,13.75,85.0
235,6,1.0,10.0,10.0,3.0,65.0
235,7,0.0,2.0,80.0,9.0,20.0
235,8,1.0,4.0,80.0,20.0,20.0
235,9,0.0,20.0,50.0,17.0,60.0
235,10,0.0,13.0,70.0,8.0,84.0
235,11,0.0,5.25,50.0,2.0,90.0
235,12,0.0,6.5,50.0,3.0,95.0
235,13,1.0,15.0,40.0,17.5,34.0
235,14,0.0,11.0,30.0,5.0,65.0
235,15,0.0,8.0,65.0,15.0,60.0
235,16,1.0,8.5,40.0,2.5,95.0
235,17,1.0,4.0,97.0,16.0,33.0
235,18,1.0,10.25,68.0,9.5,80.0
236,0,0.0,10.25,68.0,9.5,80.0
236,1,1.0,15.0,60.0,8.0,65.0
236,2,0.0,2.0,80.0,9.0,20.0
236,3,1.0,6.5,50.0,3.0,95.0
236,4,1.0,8.5,40.0,2.5,95.0
236,5,1.0,13.0,70.0,8.0,84.0
236,6,1.0,5.25,50.0,2.0,90.0
236,7,0.0,20.0,30.0,12.5,48.0
236,8,0.0,4.0,80.0,20.0,20.0
236,9,0.0,15.0,77.0,13.75,85.0
236,10,0.0,12.0,20.0,6.0,60.0
236,11,1.0,18.5,45.0,9.0,90.0
236,12,0.0,10.0,10.0,3.0,65.0
236,13,1.0,11.0,30.0,5.0,65.0
236,14,1.0,4.0,97.0,16.0,33.0
236,15,1.0,16.0,90.0,18.0,80.0
236,16,1.0,7.0,75.0,15.5,30.0
236,17,0.0,8.0,65.0,15.0,60.0
237,0,0.0,8.0,65.0,15.0,60.0
237,1,1.0,15.0,40.0,17.5,34.0
237,2,0.0,7.0,75.0,15.5,30.0
237,3,1.0,11.0,30.0,5.0,65.0
237,4,0.0,10.25,68.0,9.5,80.0
237,5,0.0,16.0,90.0,18.0,80.0
237,6,0.0,12.0,20.0,6.0,60.0
237,7,1.0,18.5,45.0,9.0,90.0
237,8,1.0,20.0,50.0,17.0,60.0
237,9,0.0,4.0,97.0,16.0,33.0
237,10,1.0,20.0,30.0,12.5,48.0
237,11,0.0,4.0,80.0,20.0,20.0
237,12,1.0,15.0,60.0,8.0,65.0
237,13,1.0,8.5,40.0,2.5,95.0
237,14,0.0,10.0,10.0,3.0,65.0
237,15,1.0,15.0,77.0,13.75,85.0
237,16,1.0,13.0,70.0,8.0,84.0
237,17,1.0,6.5,50.0,3.0,95.0
237,18,1.0,2.0,80.0,9.0,20.0
237,19,1.0,5.25,50.0,2.0,90.0
238,0,0.0,20.0,30.0,12.5,48.0
238,1,0.0,11.0,30.0,5.0,65.0
238,2,0.0,6.5,50.0,3.0,95.0
238,3,1.0,13.0,70.0,8.0,84.0
238,4,0.0,8.0,65.0,15.0,60.0
238,5,0.0,10.0,10.0,3.0,65.0
238,6,1.0,2.0,80.0,9.0,20.0
238,7,1.0,15.0,60.0,8.0,65.0
238,8,1.0,4.0,97.0,16.0,33.0
238,9,1.0,18.5,45.0,9.0,90.0
238,10,1.0,5.25,50.0,2.0,90.0
238,11,0.0,10.25,68.0,9.5,80.0
238,12,1.0,15.0,40.0,17.5,34.0
238,13,0.0,20.0,50.0,17.0,60.0
238,14,1.0,16.0,90.0,18.0,80.0
238,15,0.0,12.0,20.0,6.0,60.0
238,16,0.0,8.5,40.0,2.5,95.0
238,17,0.0,4.0,80.0,20.0,20.0
238,18,0.0,15.0,77.0,13.75,85.0
238,19,1.0,7.0,75.0,15.5,30.0
239,0,1.0,15.0,40.0,17.5,34.0
239,1,0.0,10.25,68.0,9.5,80.0
239,2,1.0,2.0,80.0,9.0,20.0
239,3,1.0,16.0,90.0,18.0,80.0
239,4,0.0,4.0,80.0,20.0,20.0
239,5,0.0,5.25,50.0,2.0,90.0
239,6,0.0,10.0,10.0,3.0,65.0
239,7,1.0,8.5,40.0,2.5,95.0
239,8,1.0,4.0,97.0,16.0,33.0
239,9,0.0,8.0,65.0,15.0,60.0
239,10,1.0,13.0,70.0,8.0,84.0
239,11,0.0,7.0,75.0,15.5,30.0
239,12,0.0,18.5,45.0,9.0,90.0
239,13,0.0,6.5,50.0,3.0,95.0
239,14,1.0,15.0,77.0,13.75,85.0
239,15,1.0,20.0,30.0,12.5,48.0
239,16,0.0,12.0,20.0,6.0,60.0
239,17,0.0,20.0,50.0,17.0,60.0
239,18,0.0,11.0,30.0,5.0,65.0
239,19,1.0,15.0,60.0,8.0,65.0
240,0,0.0,15.0,60.0,8.0,65.0
240,1,0.0,6.5,50.0,3.0,95.0
240,2,1.0,11.0,30.0,5.0,65.0
240,3,0.0,15.0,40.0,17.5,34.0
240,4,1.0,18.5,45.0,9.0,90.0
240,5,0.0,16.0,90.0,18.0,80.0
240,6,0.0,13.0,70.0,8.0,84.0
240,7,0.0,7.0,75.0,15.5,30.0
240,8,1.0,20.0,30.0,12.5,48.0
240,9,0.0,2.0,80.0,9.0,20.0
240,10,1.0,15.0,77.0,13.75,85.0
240,11,1.0,12.0,20.0,6.0,60.0
240,12,0.0,5.25,50.0,2.0,90.0
240,13,0.0,8.0,65.0,15.0,60.0
240,14,0.0,4.0,97.0,16.0,33.0
240,15,0.0,10.0,10.0,3.0,65.0
240,16,0.0,10.25,68.0,9.5,80.0
240,17,0.0,8.5,40.0,2.5,95.0
240,18,0.0,4.0,80.0,20.0,20.0
240,19,1.0,20.0,50.0,17.0,60.0
241,0,1.0,2.0,80.0,9.0,20.0
241,1,0.0,6.5,50.0,3.0,95.0
241,2,0.0,13.0,70.0,8.0,84.0
241,3,0.0,10.25,68.0,9.5,80.0
241,4,1.0,16.0,90.0,18.0,80.0
241,5,1.0,4.0,97.0,16.0,33.0
241,6,0.0,5.25,50.0,2.0,90.0
241,7,0.0,10.0,10.0,3.0,65.0
241,8,0.0,20.0,30.0,12.5,48.0
241,9,0.0,8.5,40.0,2.5,95.0
241,10,0.0,8.0,65.0,15.0,60.0
241,11,1.0,4.0,80.0,20.0,20.0
241,12,0.0,11.0,30.0,5.0,65.0
241,13,0.0,18.5,45.0,9.0,90.0
241,14,1.0,15.0,60.0,8.0,65.0
241,15,0.0,20.0,50.0,17.0,60.0
241,16,0.0,12.0,20.0,6.0,60.0
241,17,1.0,7.0,75.0,15.5,30.0
241,18,1.0,15.0,40.0,17.5,34.0
241,19,0.0,15.0,77.0,13.75,85.0
242,0,1.0,4.0,80.0,20.0,20.0
242,1,0.0,16.0,90.0,18.0,80.0
242,2,0.0,8.5,40.0,2.5,95.0
242,3,0.0,8.0,65.0,15.0,60.0
242,4,1.0,4.0,97.0,16.0,33.0
242,5,1.0,7.0,75.0,15.5,30.0
242,6,1.0,20.0,50.0,17.0,60.0
242,7,0.0,20.0,30.0,12.5,48.0
242,8,0.0,15.0,60.0,8.0,65.0
242,9,0.0,13.0,70.0,8.0,84.0
242,10,0.0,18.5,45.0,9.0,90.0
242,11,0.0,10.25,68.0,9.5,80.0
242,12,0.0,15.0,40.0,17.5,34.0
242,13,0.0,6.5,50.0,3.0,95.0
242,14,0.0,12.0,20.0,6.0,60.0
242,15,0.0,10.0,10.0,3.0,65.0
242,16,1.0,2.0,80.0,9.0,20.0
242,17,0.0,11.0,30.0,5.0,65.0
242,18,0.0,15.0,77.0,13.75,85.0
242,19,0.0,5.25,50.0,2.0,90.0
243,0,0.0,15.0,77.0,13.75,85.0
243,1,0.0,7.0,75.0,15.5,30.0
243,2,1.0,5.25,50.0,2.0,90.0
243,3,1.0,10.25,68.0,9.5,80.0
243,4,1.0,12.0,20.0,6.0,60.0
243,5,1.0,20.0,50.0,17.0,60.0
243,6,0.0,15.0,40.0,17.5,34.0
243,7,0.0,4.0,80.0,20.0,20.0
243,8,1.0,18.5,45.0,9.0,90.0
243,9,1.0,20.0,30.0,12.5,48.0
243,10,1.0,4.0,97.0,16.0,33.0
243,11,1.0,2.0,80.0,9.0,20.0
243,12,1.0,13.0,70.0,8.0,84.0
243,13,1.0,16.0,90.0,18.0,80.0
243,14,1.0,6.5,50.0,3.0,95.0
243,15,0.0,11.0,30.0,5.0,65.0
243,16,1.0,10.0,10.0,3.0,65.0
243,17,1.0,15.0,60.0,8.0,65.0
243,18,0.0,8.0,65.0,15.0,60.0
244,0,1.0,16.0,90.0,18.0,80.0
244,1,0.0,5.25,50.0,2.0,90.0
244,2,0.0,12.0,20.0,6.0,60.0
244,3,0.0,8.0,65.0,15.0,60.0
244,4,0.0,15.0,60.0,8.0,65.0
244,5,1.0,4.0,97.0,16.0,33.0
244,6,1.0,4.0,80.0,20.0,20.0
244,7,0.0,10.25,68.0,9.5,80.0
244,8,0.0,15.0,77.0,13.75,85.0
244,9,1.0,15.0,40.0,17.5,34.0
244,10,1.0,7.0,75.0,15.5,30.0
244,11,1.0,2.0,80.0,9.0,20.0
244,12,0.0,20.0,50.0,17.0,60.0
244,13,1.0,13.0,70.0,8.0,84.0
244,14,0.0,18.5,45.0,9.0,90.0
244,15,0.0,11.0,30.0,5.0,65.0
244,16,0.0,6.5,50.0,3.0,95.0
244,17,0.0,20.0,30.0,12.5,48.0
245,0,0.0,16.0,90.0,18.0,80.0
245,1,1.0,13.0,70.0,8.0,84.0
245,2,0.0,15.0,40.0,17.5,34.0
245,3,1.0,15.0,60.0,8.0,65.0
245,4,0.0,12.0,20.0,6.0,60.0
245,5,1.0,11.0,30.0,5.0,65.0
245,6,0.0,18.5,45.0,9.0,90.0
245,7,1.0,20.0,30.0,12.5,48.0
245,8,1.0,4.0,80.0,20.0,20.0
245,9,1.0,7.0,75.0,15.5,30.0
245,10,1.0,15.0,77.0,13.75,85.0
245,11,1.0,5.25,50.0,2.0,90.0
245,12,1.0,6.5,50.0,3.0,95.0
245,13,0.0,8.0,65.0,15.0,60.0
245,14,0.0,8.5,40.0,2.5,95.0
245,15,0.0,10.0,10.0,3.0,65.0
245,16,1.0,20.0,50.0,17.0,60.0
245,17,1.0,4.0,97.0,16.0,33.0
246,0,0.0,20.0,30.0,12.5,48.0
246,1,1.0,6.5,50.0,3.0,95.0
246,2,1.0,5.25,50.0,2.0,90.0
246,3,0.0,18.5,45.0,9.0,90.0
246,4,1.0,16.0,90.0,18.0,80.0
246,5,0.0,20.0,50.0,17.0,60.0
246,6,0.0,15.0,77.0,13.75,85.0
246,7,0.0,12.0,20.0,6.0,60.0
246,8,1.0,8.5,40.0,2.5,95.0
246,9,0.0,11.0,30.0,5.0,65.0
246,10,0.0,13.0,70.0,8.0,84.0
246,11,1.0,4.0,80.0,20.0,20.0
246,12,1.0,15.0,60.0,8.0,65.0
246,13,1.0,7.0,75.0,15.5,30.0
246,14,1.0,8.0,65.0,15.0,60.0
246,15,0.0,10.25,68.0,9.5,80.0
246,16,1.0,15.0,40.0,17.5,34.0
246,17,1.0,2.0,80.0,9.0,20.0
246,18,0.0,10.0,10.0,3.0,65.0
247,0,0.0,10.25,68.0,9.5,80.0
247,1,1.0,15.0,60.0,8.0,65.0
247,2,1.0,20.0,50.0,17.0,60.0
247,3,0.0,18.5,45.0,9.0,90.0
247,4,0.0,13.0,70.0,8.0,84.0
247,5,0.0,10.0,10.0,3.0,65.0
247,6,0.0,16.0,90.0,18.0,80.0
247,7,1.0,15.0,40.0,17.5,34.0
247,8,0.0,5.25,50.0,2.0,90.0
247,9,0.0,6.5,50.0,3.0,95.0
247,10,0.0,15.0,77.0,13.75,85.0
247,11,0.0,12.0,20.0,6.0,60.0
247,12,1.0,2.0,80.0,9.0,20.0
247,13,1.0,4.0,80.0,20.0,20.0
247,14,0.0,8.0,65.0,15.0,60.0
247,15,1.0,4.0,97.0,16.0,33.0
247,16,0.0,8.5,40.0,2.5,95.0
247,17,1.0,7.0,75.0,15.5,30.0
247,18,0.0,20.0,30.0,12.5,48.0
247,19,0.0,11.0,30.0,5.0,65.0
248,0,1.0,6.5,50.0,3.0,95.0
248,1,0.0,15.0,40.0,17.5,34.0
248,2,1.0,20.0,30.0,12.5,48.0
248,3,0.0,4.0,97.0,16.0,33.0
248,4,1.0,10.25,68.0,9.5,80.0
248,5,0.0,2.0,80.0,9.0,20.0
248,6,0.0,8.0,65.0,15.0,60.0
248,7,0.0,4.0,80.0,20.0,20.0
248,8,1.0,18.5,45.0,9.0,90.0
248,9,0.0,16.0,90.0,18.0,80.0
248,10,1.0,15.0,77.0,13.75,85.0
248,11,1.0,15.0,60.0,8.0,65.0
248,12,1.0,5.25,50.0,2.0,90.0
248,13,1.0,8.5,40.0,2.5,95.0
248,14,1.0,13.0,70.0,8.0,84.0
248,15,0.0,7.0,75.0,15.5,30.0
248,16,0.0,12.0,20.0,6.0,60.0
248,17,1.0,10.0,10.0,3.0,65.0
248,18,1.0,20.0,50.0,17.0,60.0
248,19,1.0,11.0,30.0,5.0,65.0
249,0,1.0,15.0,40.0,17.5,34.0
249,1,0.0,10.25,68.0,9.5,80.0
