"subj","alpha_mean","beta_mean","gamma_mean","tau_mean","logit_alpha_mean","log_beta_mean","log_gamma_mean"
226,0.358716342595266,18231170224.8381,8108876279658.87,-0.105499439474341,-2.3733639248064,-1.76587691056764,0.146390246680958
227,0.368991439557747,56077311.0808182,1152098136104.38,-1.14385890983998,-2.89424833645078,-5.78240671339794,-0.613692758985021
228,0.354813149941612,19737382.1814624,113728364309.089,-1.02952148842696,-3.18476328211485,-5.51307765611565,-0.541640760876868
229,0.443478926477916,227649671452.72,3430384743905.56,0.157430281317895,-0.813630132236185,-0.860711652029083,0.00150778403165321
230,0.446643025269532,26061180.5610194,228184879915.669,-0.746617002045778,-1.27459620390852,-4.12458365817063,-0.533211477783236
231,0.406664536281306,50132400342.6241,35917261068049.7,0.0490372883731385,-1.52456166601086,-1.38599120100931,0.064631978148226
232,0.368889817851516,115665463.492359,456965183726.266,0.552188852212539,-1.5195237738522,1.49094588084626,0.419694091031374
233,0.45055480017295,26479061.5393035,556039935139.85,-0.487088069458301,-1.07347129323108,-3.89061000671432,-0.203498288073785
234,0.363766196036341,22985858.4602858,1038767795556.22,-1.46910196892944,-3.02172261265282,-5.5095874241351,-0.711969501168048
235,0.486669908438058,10467635832.579,215565698445705,-0.17683114492543,-0.370977853060713,-3.84566950633277,-0.302454619523847
236,0.369354465033221,39222823.1204164,190340395415038,-1.07486959576794,-2.95041427295018,-5.25104299536461,-0.796935212649119
237,0.368455929343525,10357713.4008424,2482307459880.9,-0.823028802858294,-2.97418720467747,-5.80634795084488,-0.87981714882845
238,0.388605545690614,8388826.96202085,10663614242192.2,-0.590223812923285,-2.28843052914982,-4.37208845185813,-0.638152578289889
239,0.382458150779208,2031216719.36363,3321580164570.56,-0.797034201064443,-2.58085857030881,-4.83231903698587,-0.787163958291191
240,0.36540717345239,1764796.98177267,264457264170.513,-1.01534708245548,-2.93138263265789,-5.64100681768475,-0.790948691493042
241,0.451041506825163,1174737729.54621,838322472728.001,1.17761997219337,0.116924813626127,3.47113781647659,0.725156050765736
242,0.335706561579138,1247080955.32699,1475721783790.65,1.4251603032365,-1.66399130790632,4.50841984644429,0.739270079949603
243,0.357743167678781,193949151.83661,304880750021345,-0.970189527931104,-3.07100899257785,-5.51500788691024,-0.653969656547389
244,0.531445624506645,1846063322.63269,477637601788.62,0.88366256472739,1.23257741126209,2.11615764669895,0.609599745799524
245,0.381844230030861,4846047.40839124,21275300881568.9,-1.0564590518916,-2.4471662572779,-4.70236552203806,-0.691582594591467
246,0.626922723684017,51332181.8546516,486262329432.3,0.261123123838282,2.27246103376021,-2.22071594914752,-0.0330116203566386
247,0.35515791116082,1700763387.64744,127914143532798,0.991878467779258,-1.53741373809188,3.4258360954449,0.718050962029038
248,0.354713377380754,4603756.62279715,1041874299216.36,-0.891588753599501,-3.33651877560537,-5.86350332189253,-0.929042113496017
249,0.345563063652423,16061139.9622404,25137398192937.8,-0.211645411205234,-2.65248479165737,-1.9484807457661,-0.306499538102135
250,0.358831951133234,2600113807.58255,4171733982727005,-1.31230895101464,-3.08427645875342,-5.42266218814635,-0.999532549346716
251,0.460754802514632,225875198.943072,740752317607340,-0.349105729458206,-0.780231722440319,-2.923552984103,-0.330319266789867
252,0.380885476791326,10546781.4285178,15237495373567.3,-0.944374413221441,-2.53295168346363,-5.47927896667334,-0.647528201324768
253,0.382263984194497,96300398882.8491,2729290420027.82,-1.06062628241368,-2.51189083092655,-5.06822650203926,-0.637268869562792
254,0.613300006224098,1655315655.90176,3092855462775.09,1.19259321458915,2.95075163024096,2.75065444994835,0.794427222794312
255,0.280940672658312,263869250.121611,1410673462925.18,0.7639570629588,-2.85071329713106,3.65854061614855,0.579019791908901
256,0.384149577931189,12829091.5839966,21092770931679.9,-0.623748832363764,-2.40288163061954,-4.78153403969979,-0.54131363600269
257,0.340723349784904,378267183.656918,52771681098619,-0.151134057189845,-2.58753689408903,-0.809641977521785,-0.0342319201579745
258,0.366409348766363,601774499.583007,8790981931447.38,-0.465478865112604,-2.4707686473902,-2.68541342889327,-0.445992406136985
259,0.407833972537539,1895660268.72967,340988958424.247,-0.739152942972303,-1.9274261293844,-4.86261973098758,-0.344882868355351
260,0.377073622930523,80768442.9795978,2677656071272.86,-0.755322438665288,-2.64534321731397,-4.78811671116788,-0.811403342157947
261,0.39096355591837,694686109.444525,5562524760324049,0.473040474193095,-1.34440197682537,0.602697407896066,0.309503687627767
262,0.381885820680188,2557847.88379949,373315870156.641,-0.851712897067735,-2.59662083130773,-5.49070359555668,-0.476058317016723
263,0.380256508871598,1848928009.25052,1378207644427.53,-1.14880027172172,-2.71367443886038,-5.00517326274947,-0.927270018494266
264,0.4954123376952,1155313217.08878,419771135287.531,1.10833009022217,0.713576951046255,2.49742820463621,0.492610131098353
265,0.488958258484601,3487708802.13295,11954005662646,-0.35831046798889,-0.402883448754659,-3.55186730816209,-0.370602295494952
266,0.371434268870113,344748279.539713,688985004663921,-1.11282998007743,-2.96643482660797,-5.36227425784278,-0.733886718396557
267,0.409660256903094,28696719.3958054,5096024792510.32,-0.291816484790864,-1.75589756261686,-2.52419884853896,-0.299302401175359
268,0.405312309154877,138882703.485545,10712268785492.6,-0.0769509369205846,-1.55503920996692,-1.94743844232512,0.037856240774988
269,0.38385493074583,683890.555423936,50279990860192.2,-0.900522010687496,-2.40875652190432,-5.01154743082961,-0.721382540947963
270,0.376885209247539,1105262953.4521,38644206810726.5,-0.773665287247561,-2.60133239920743,-3.89443829001187,-0.625608216600991
271,0.397076779243536,1204435991.66023,1332854346468.3,0.969489702959158,-1.02302065671242,3.09651672812123,0.509678045603177
272,0.381079913432748,7784507.9710705,98875949634977.6,-0.664906353613002,-2.58616254717618,-4.97171016486257,-0.731374034121301
273,0.391016701253948,1771216249.20952,18383944568429.7,0.272241208445427,-1.5075044161499,0.295775708021158,0.49396157816792
274,0.368243907867356,16783280.3908657,305625633857.058,-0.966237556690784,-2.84920164140901,-5.62301757709917,-0.623393716691375
275,0.366115098393123,1959516411.50022,129130729889.619,-1.02011941740472,-2.9848488848144,-5.61411258750394,-1.00633229236322
276,0.405914220774655,6036902.19781685,3870778245858.32,-0.681710535908711,-1.91774532832703,-4.16549301228624,-0.451275049087904
277,0.458307164486833,16387871286.8658,101705975080.663,-0.366006074387287,-0.948386691062989,-3.74553673657166,-0.318923590347279
278,0.505117585555894,567780539.476511,291830119738.439,1.27761558930554,1.1023628716927,3.18228785177086,0.907561474147844
279,0.507048300815184,64571598.6536829,263740368378.375,0.284327502253572,0.248961064749722,-1.28341579357987,-0.181874835157548
280,0.370843130169119,2078809008.51586,1204542414734.26,-0.779300016751734,-2.78157025661048,-4.83058690557518,-0.491996955664791
281,0.506532840433275,812716945.807438,1519053647112.83,0.494329735280328,0.642426791349382,0.264453653740491,0.245743638545899
282,0.612477848733342,4985482549.43432,15417439231521.6,0.694647981496298,2.73813352964177,1.97472546268342,0.457954366269513
283,0.372004090491715,164992263.903312,59683080398784.8,0.0395300407306387,-1.87492905070828,-0.976353316090288,0.0426032927212244
284,0.368113825458321,8421594.04612404,165149351521.828,-0.826919394899114,-2.78249088450425,-4.19967284987511,-0.557154996917906
285,0.427725974827868,266930276.942919,36156740134621.9,0.0642526009241948,-0.950397020550155,-1.01442595945713,-0.00488094471496603
286,0.49373830636233,109824404815.255,322108978735.891,0.648784811125472,0.877439092322944,3.20297698981403,0.697473470677
287,0.371826508857303,14353847.5284306,16852324374017.7,-0.458474645086975,-2.43352201444817,-3.68627288953729,-0.347300063081788
288,0.3659911745476,190198628.617894,7228358498692.5,-0.91349384009027,-2.99623292464813,-5.05180075971959,-0.698847989273183
289,0.403664940615467,1294731231.64,55179703691198.8,-0.344203838594269,-1.80076220226169,-3.02908353952769,0.0502949347820779
290,0.384707242799555,408233777.940439,55689774895.5928,-0.734527725641628,-2.39389224007372,-4.96431522521202,-0.871132071006281
